Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
GS 2,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"2-3(0-3,3-0,3-0,0-3,0-3)",1,07/10/2016
Everlast 1,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"4-1(3-1,2-3,3-2,3-0,3-1)",1,07/10/2016
HKU 2,v,i-MASK Advance Squash Club 4,Kwun Chung (KCSC),19:00,"1-4(3-0,0-3,0-3,1-3,0-3)",1,07/10/2016
Spirit 2,v,Neptune,HK Squash Centre (HKSC),19:00,"3-2(0-3,3-2,0-3,3-0,3-0)",1,07/10/2016
HKU 2,v,Hong Kong Football Club 7,Kwun Chung (KCSC),19:00,"0-5(1-3,0-3,0-3,1-3,1-3)",2,14/10/2016
WSC NOSET,v,Spirit 2,HK Squash Centre (HKSC),19:00,"2-3(0-3,0-3,3-0,1-3,3-2)",2,14/10/2016
GS 2,v,Neptune,HK Squash Centre (HKSC),19:00,"1-4(3-2,1-3,1-3,0-3,WO)",2,14/10/2016
i-MASK Advance Squash Club 4,v,Everlast 1,Cornwall Street (CSPSC),19:00,"3-2(3-2,3-0,2-3,3-0,0-3)",2,14/10/2016
WSC NOSET,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,2-3,0-3,2-3)",3,28/10/2016
HKU 2,v,Neptune,Kwun Chung (KCSC),19:00,"3-2(0-3,0-3,3-0,3-0,3-0)",3,28/10/2016
Everlast 1,v,Spirit 2,HK Squash Centre (HKSC),19:00,"2-3(3-0,1-3,0-3,0-3,3-0)",3,28/10/2016
i-MASK Advance Squash Club 4,v,GS 2,Cornwall Street (CSPSC),19:00,"2-3(1-3,0-3,0-3,3-1,3-0)",3,28/10/2016
Neptune,v,WSC NOSET,Cornwall Street (CSPSC),19:00,"3-2(3-1,3-0,3-1,0-3,0-3)",4,04/11/2016
Spirit 2,v,HKU 2,HK Squash Centre (HKSC),19:00,"4-1(1-3,3-2,3-1,3-0,3-0)",4,04/11/2016
i-MASK Advance Squash Club 4,v,Hong Kong Football Club 7,Cornwall Street (CSPSC),19:00,"2-3(3-0,0-3,0-3,1-3,3-2)",4,04/11/2016
GS 2,v,Everlast 1,HK Squash Centre (HKSC),19:00,"4-1(3-2,3-1,3-2,1-3,3-0)",4,04/11/2016
HKU 2,v,WSC NOSET,Kwun Chung (KCSC),19:00,"1-4(0-3,0-3,3-2,1-3,2-3)",5,11/11/2016
Everlast 1,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,0-3,3-0,0-3)",5,11/11/2016
Spirit 2,v,GS 2,HK Squash Centre (HKSC),19:00,"4-1(0-3,3-2,WO,3-0,WO)",5,11/11/2016
i-MASK Advance Squash Club 4,v,Neptune,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-2,3-0,3-0,3-0)",5,11/11/2016
GS 2,v,HKU 2,HK Squash Centre (HKSC),19:00,"4-1(3-1,3-0,3-1,2-3,3-0)",6,18/11/2016
Neptune,v,Everlast 1,Cornwall Street (CSPSC),19:00,"1-4(0-3,2-3,3-1,0-3,0-3)",6,18/11/2016
WSC NOSET,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"3-2(3-0,0-3,3-0,0-3,3-1)",6,18/11/2016
Hong Kong Football Club 7,v,Spirit 2,Hong Kong Football Club (HKFC),19:15,"3-2(1-3,0-3,3-1,3-2,3-0)",6,18/11/2016
HKU 2,v,i-MASK Advance Squash Club 4,Kwun Chung (KCSC),19:00,"0-5(0-3,0-3,0-3,0-3,1-3)",7,25/11/2016
WSC NOSET,v,Everlast 1,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,1-3,1-3,3-0)",7,25/11/2016
Hong Kong Football Club 7,v,GS 2,Hong Kong Football Club (HKFC),19:15,"3-2(3-2,0-3,3-0,0-3,3-2)",7,25/11/2016
Neptune,v,Spirit 2,Cornwall Street (CSPSC),19:00,"2-3(3-0,2-3,3-2,0-3,1-3)",7,25/11/2016
Everlast 1,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-2,3-0,3-0,WO)",8,02/12/2016
GS 2,v,Neptune,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",8,02/12/2016
Hong Kong Football Club 7,v,HKU 2,Hong Kong Football Club (HKFC),19:15,"4-1(3-2,3-0,0-3,3-0,3-2)",8,02/12/2016
Spirit 2,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"2-3(1-3,3-0,1-3,3-0,0-3)",8,02/12/2016
i-MASK Advance Squash Club 4,v,Spirit 2,Cornwall Street (CSPSC),19:00,"2-3(3-0,2-3,1-3,3-1,WO)",9,09/12/2016
Everlast 1,v,HKU 2,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-1,3-0,WO)",9,09/12/2016
WSC NOSET,v,GS 2,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,0-3,3-0,0-3)",9,09/12/2016
Neptune,v,Hong Kong Football Club 7,Cornwall Street (CSPSC),19:00,"0-5(0-3,2-3,0-3,0-3,0-3)",9,09/12/2016
GS 2,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"2-3(1-3,3-0,3-1,2-3,0-3)",10,16/12/2016
Neptune,v,HKU 2,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,3-0,0-3,1-3)",10,16/12/2016
Hong Kong Football Club 7,v,WSC NOSET,Hong Kong Football Club (HKFC),19:15,"5-0(3-0,3-1,3-0,WO,WO)",10,16/12/2016
Spirit 2,v,Everlast 1,HK Squash Centre (HKSC),19:00,"2-3(0-3,3-0,2-3,3-0,1-3)",10,16/12/2016
WSC NOSET,v,Neptune,HK Squash Centre (HKSC),19:00,"4-1(3-0,2-3,3-0,3-0,3-0)",11,06/01/2017
Everlast 1,v,GS 2,HK Squash Centre (HKSC),19:00,"2-3(3-2,0-3,3-1,0-3,WO)",11,06/01/2017
HKU 2,v,Spirit 2,Kwun Chung (KCSC),19:00,"2-3(3-1,0-3,2-3,2-3,WO)",11,06/01/2017
Hong Kong Football Club 7,v,i-MASK Advance Squash Club 4,Hong Kong Football Club (HKFC),19:15,"5-0(3-0,3-0,3-0,3-0,3-0)",11,06/01/2017
Neptune,v,i-MASK Advance Squash Club 4,Cornwall Street (CSPSC),19:00,"1-4(2-3,3-0,1-3,0-3,0-3)",12,13/01/2017
WSC NOSET,v,HKU 2,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-2,3-0,3-0,3-2)",12,13/01/2017
GS 2,v,Spirit 2,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-2,3-0)",12,13/01/2017
Hong Kong Football Club 7,v,Everlast 1,Hong Kong Football Club (HKFC),19:15,"4-1(3-0,3-2,3-0,0-3,3-1)",12,13/01/2017
Everlast 1,v,Neptune,HK Squash Centre (HKSC),19:00,"4-1(1-3,3-0,3-0,3-0,WO)",13,20/01/2017
Spirit 2,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",13,20/01/2017
HKU 2,v,GS 2,Kwun Chung (KCSC),19:00,"0-5(2-3,0-3,1-3,1-3,0-3)",13,20/01/2017
WSC NOSET,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"3-2(3-1,0-3,3-0,0-3,3-1)",13,20/01/2017
Everlast 1,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"2-3(2-3,3-1,2-3,3-0,0-3)",14,10/02/2017
i-MASK Advance Squash Club 4,v,HKU 2,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",14,10/02/2017
GS 2,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"3-2(1-3,3-1,3-1,0-3,3-1)",14,10/02/2017
Spirit 2,v,Neptune,HK Squash Centre (HKSC),19:00,"3-2(0-3,1-3,3-2,3-0,3-1)",14,10/02/2017
Neptune,v,GS 2,Cornwall Street (CSPSC),19:00,"0-5(2-3,0-3,0-3,0-3,0-3)",15,17/02/2017
i-MASK Advance Squash Club 4,v,Everlast 1,Cornwall Street (CSPSC),19:00,"2-3(3-2,2-3,1-3,0-3,3-1)",15,17/02/2017
WSC NOSET,v,Spirit 2,HK Squash Centre (HKSC),19:00,"2-3(3-0,2-3,0-3,3-0,0-3)",15,17/02/2017
Hong Kong Football Club 7,v,HKU 2,Hong Kong Football Club (HKFC),19:15,"5-0(3-2,3-0,3-0,3-0,3-1)",15,17/02/2017
GS 2,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"4-1(0-3,3-0,3-1,3-0,3-0)",16,24/02/2017
Hong Kong Football Club 7,v,Neptune,Hong Kong Football Club (HKFC),19:15,"2-3(3-0,2-3,1-3,0-3,3-0)",16,24/02/2017
HKU 2,v,Everlast 1,Cornwall Street (CSPSC),19:00,"1-4(0-3,0-3,1-3,0-3,3-1)",16,24/02/2017
Spirit 2,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-0,1-3,0-3,0-3)",16,24/02/2017
Everlast 1,v,Spirit 2,HK Squash Centre (HKSC),19:00,"1-4(0-3,2-3,0-3,3-0,0-3)",17,03/03/2017
WSC NOSET,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"0-5(2-3,0-3,0-3,1-3,0-3)",17,03/03/2017
HKU 2,v,Neptune,Kwun Chung (KCSC),19:00,"2-3(0-3,1-3,2-3,3-0,3-0)",17,03/03/2017
i-MASK Advance Squash Club 4,v,GS 2,Cornwall Street (CSPSC),19:00,"1-4(1-3,1-3,2-3,2-3,3-0)",17,03/03/2017
Spirit 2,v,HKU 2,HK Squash Centre (HKSC),19:00,"5-0(3-2,3-0,3-2,3-0,3-0)",18,10/03/2017
GS 2,v,Everlast 1,HK Squash Centre (HKSC),19:00,"4-1(1-3,3-0,3-0,3-2,3-1)",18,10/03/2017
Neptune,v,WSC NOSET,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-0,3-0,0-3,0-3)",18,10/03/2017
Hong Kong Football Club 7,v,i-MASK Advance Squash Club 4,Hong Kong Football Club (HKFC),19:15,"4-1(3-2,0-3,3-2,3-0,3-0)",18,10/03/2017
Everlast 1,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"2-3(0-3,3-1,0-3,3-2,2-3)",19,17/03/2017
HKU 2,v,WSC NOSET,Kwun Chung (KCSC),19:00,"1-4(0-3,0-3,2-3,0-3,3-2)",19,17/03/2017
i-MASK Advance Squash Club 4,v,Neptune,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-2,2-3,3-0,3-1)",19,17/03/2017
Spirit 2,v,GS 2,HK Squash Centre (HKSC),19:00,"2-3(0-3,2-3,2-3,3-1,3-1)",19,17/03/2017
i-MASK Advance Squash Club 4,v,WSC NOSET,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-2,1-3,3-1,0-3)",20,24/03/2017
Hong Kong Football Club 7,v,Spirit 2,Hong Kong Football Club (HKFC),19:15,"4-1(3-0,1-3,3-2,3-1,3-0)",20,24/03/2017
GS 2,v,HKU 2,HK Squash Centre (HKSC),19:00,"5-0(WO,WO,WO,WO,WO)",20,24/03/2017
Neptune,v,Everlast 1,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-2,3-1,0-3,0-3)",20,24/03/2017
Spirit 2,v,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),19:00,"4-1(2-3,3-0,3-1,3-0,WO)",21,31/03/2017
Hong Kong Football Club 7,v,Neptune,Hong Kong Football Club (HKFC),19:15,"4-1(3-0,1-3,3-0,3-0,3-0)",21,31/03/2017
Everlast 1,v,HKU 2,HK Squash Centre (HKSC),19:00,"5-0(WO,WO,WO,WO,WO)",21,31/03/2017
GS 2,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"4-1(0-3,3-0,3-0,3-1,3-0)",21,31/03/2017
