Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Friend Club 9,v,Spirit 4,Kwun Chung (KCSC),17:00,"2-3(2-3,2-3,3-0,3-0,0-3)",1,08/10/2016
Head Shatin 7,v,Global 3,Cornwall Street (CSPSC),17:00,"3-2(3-0,3-2,1-3,3-0,0-3)",1,08/10/2016
KYS 2,v,MoveOnLoL,Java Road (JRSC),17:00,"5-0(3-1,3-0,3-0,3-0,3-0)",1,08/10/2016
Hong Kong Cricket Club 8,v,[BYE],,,,1,08/10/2016
Spirit 4,v,MoveOnLoL,HK Squash Centre (HKSC),17:00,"4-1(3-0,0-3,3-1,3-0,3-0)",2,15/10/2016
Hong Kong Cricket Club 8,v,Head Shatin 7,Hong Kong Cricket Club (HKCC),17:00,"1-4(0-3,3-0,0-3,0-3,0-3)",2,15/10/2016
Global 3,v,Friend Club 9,HK Squash Centre (HKSC),17:00,"4-1(3-1,3-1,2-3,3-0,3-2)",2,15/10/2016
KYS 2,v,[BYE],,,,2,15/10/2016
Friend Club 9,v,Hong Kong Cricket Club 8,Kwun Chung (KCSC),17:00,"4-1(3-0,3-1,3-0,3-2,1-3)",3,22/10/2016
KYS 2,v,Spirit 4,Java Road (JRSC),17:00,"2-3(0-3,0-3,0-3,3-0,3-0)",3,22/10/2016
MoveOnLoL,v,Global 3,HK Squash Centre (HKSC),17:00,"3-2(0-3,3-0,3-1,3-0,0-3)",3,22/10/2016
Head Shatin 7,v,[BYE],,,,3,22/10/2016
Global 3,v,KYS 2,HK Squash Centre (HKSC),17:00,"1-4(3-0,0-3,1-3,0-3,0-3)",4,29/10/2016
Hong Kong Cricket Club 8,v,MoveOnLoL,Hong Kong Cricket Club (HKCC),17:00,"3-2(2-3,3-1,0-3,3-0,3-1)",4,29/10/2016
Head Shatin 7,v,Friend Club 9,Cornwall Street (CSPSC),17:00,"2-3(3-2,0-3,0-3,0-3,3-0)",4,29/10/2016
Spirit 4,v,[BYE],,,,4,29/10/2016
Spirit 4,v,Global 3,HK Squash Centre (HKSC),17:45,"3-2(1-3,3-0,3-2,3-0,WO)",5,26/11/2016
Head Shatin 7,v,MoveOnLoL,Cornwall Street (CSPSC),17:00,"4-1(0-3,3-2,3-0,3-0,3-0)",5,26/11/2016
KYS 2,v,Hong Kong Cricket Club 8,Java Road (JRSC),17:00,"2-3(2-3,3-0,1-3,3-1,2-3)",5,26/11/2016
Friend Club 9,v,[BYE],,,,5,26/11/2016
Hong Kong Cricket Club 8,v,Spirit 4,Hong Kong Cricket Club (HKCC),17:00,"2-3(1-3,0-3,3-2,3-2,1-3)",6,03/12/2016
Friend Club 9,v,MoveOnLoL,Kwun Chung (KCSC),17:00,"2-3(1-3,3-0,1-3,0-3,3-0)",6,03/12/2016
Head Shatin 7,v,KYS 2,Cornwall Street (CSPSC),17:00,"5-0(3-1,3-0,3-0,3-0,3-0)",6,03/12/2016
Global 3,v,[BYE],,,,6,03/12/2016
Spirit 4,v,Head Shatin 7,HK Squash Centre (HKSC),17:00,"3-2(3-0,3-0,0-3,1-3,3-0)",7,10/12/2016
KYS 2,v,Friend Club 9,Java Road (JRSC),17:00,"3-2(0-3,3-1,1-3,3-0,3-0)",7,10/12/2016
Global 3,v,Hong Kong Cricket Club 8,HK Squash Centre (HKSC),17:00,"2-3(3-1,3-0,2-3,0-3,1-3)",7,10/12/2016
MoveOnLoL,v,[BYE],,,,7,10/12/2016
KYS 2,v,MoveOnLoL,Java Road (JRSC),17:00,"1-4(0-3,0-3,1-3,3-0,0-3)",8,17/12/2016
Head Shatin 7,v,Global 3,Cornwall Street (CSPSC),17:00,"4-1(2-3,3-0,3-0,3-0,3-0)",8,17/12/2016
Spirit 4,v,Friend Club 9,HK Squash Centre (HKSC),17:00,"3-2(3-2,0-3,3-1,0-3,3-0)",8,17/12/2016
Hong Kong Cricket Club 8,v,[BYE],,,,8,17/12/2016
Head Shatin 7,v,Hong Kong Cricket Club 8,Cornwall Street (CSPSC),17:00,"4-1(3-0,3-1,0-3,3-2,3-0)",9,07/01/2017
Friend Club 9,v,Global 3,Kwun Chung (KCSC),17:00,"5-0(3-0,3-0,3-1,3-0,3-0)",9,07/01/2017
MoveOnLoL,v,Spirit 4,HK Squash Centre (HKSC),17:00,"3-2(2-3,3-2,3-1,0-3,WO)",9,07/01/2017
KYS 2,v,[BYE],,,,9,07/01/2017
Hong Kong Cricket Club 8,v,Friend Club 9,Hong Kong Cricket Club (HKCC),17:00,"2-3(1-3,0-3,0-3,3-2,3-0)",10,14/01/2017
Spirit 4,v,KYS 2,HK Squash Centre (HKSC),17:00,"5-0(3-1,3-0,3-0,3-1,3-1)",10,14/01/2017
Global 3,v,MoveOnLoL,HK Squash Centre (HKSC),17:00,"3-2(2-3,3-1,0-3,3-0,3-0)",10,14/01/2017
Head Shatin 7,v,[BYE],,,,10,14/01/2017
KYS 2,v,Global 3,Java Road (JRSC),17:00,"3-2(1-3,0-3,3-0,3-0,3-0)",11,21/01/2017
MoveOnLoL,v,Hong Kong Cricket Club 8,HK Squash Centre (HKSC),17:00,"3-2(3-0,2-3,2-3,3-2,3-0)",11,21/01/2017
Friend Club 9,v,Head Shatin 7,Kwun Chung (KCSC),17:00,"4-1(3-0,3-1,3-0,3-1,1-3)",11,21/01/2017
Spirit 4,v,[BYE],,,,11,21/01/2017
Hong Kong Cricket Club 8,v,KYS 2,Hong Kong Cricket Club (HKCC),17:00,"1-4(1-3,0-3,0-3,2-3,WO)",12,11/02/2017
Global 3,v,Spirit 4,HK Squash Centre (HKSC),17:00,"1-4(0-3,0-3,3-1,0-3,0-3)",12,11/02/2017
Head Shatin 7,v,MoveOnLoL,Cornwall Street (CSPSC),17:00,"4-1(0-3,3-1,3-0,3-2,3-0)",12,11/02/2017
Friend Club 9,v,[BYE],,,,12,11/02/2017
Spirit 4,v,Hong Kong Cricket Club 8,HK Squash Centre (HKSC),17:00,"4-1(3-0,3-0,0-3,3-1,3-0)",13,18/02/2017
KYS 2,v,Head Shatin 7,Java Road (JRSC),17:00,"3-2(3-0,3-0,3-0,0-3,0-3)",13,18/02/2017
MoveOnLoL,v,Friend Club 9,HK Squash Centre (HKSC),17:00,"2-3(3-0,0-3,0-3,0-3,3-0)",13,18/02/2017
Global 3,v,[BYE],,,,13,18/02/2017
Hong Kong Cricket Club 8,v,Global 3,Hong Kong Cricket Club (HKCC),17:00,"3-2(2-3,3-1,3-0,0-3,3-0)",14,25/02/2017
Head Shatin 7,v,Spirit 4,Cornwall Street (CSPSC),17:00,"2-3(0-3,0-3,3-0,3-0,0-3)",14,25/02/2017
Friend Club 9,v,KYS 2,Kwun Chung (KCSC),17:00,"4-1(3-0,3-0,3-0,3-0,2-3)",14,25/02/2017
MoveOnLoL,v,[BYE],,,,14,25/02/2017
Friend Club 9,v,Spirit 4,Kwun Chung (KCSC),17:00,"3-2(0-3,3-2,3-1,3-0,1-3)",15,04/03/2017
MoveOnLoL,v,KYS 2,HK Squash Centre (HKSC),17:00,"1-4(3-2,0-3,0-3,0-3,0-3)",15,04/03/2017
Global 3,v,Head Shatin 7,HK Squash Centre (HKSC),17:00,"3-2(1-3,3-0,3-0,0-3,3-1)",15,04/03/2017
Hong Kong Cricket Club 8,v,[BYE],,,,15,04/03/2017
Spirit 4,v,MoveOnLoL,HK Squash Centre (HKSC),17:00,"5-0(WO,WO,WO,WO,WO)",16,11/03/2017
Hong Kong Cricket Club 8,v,Head Shatin 7,Hong Kong Cricket Club (HKCC),17:00,"1-4(3-2,0-3,1-3,1-3,0-3)",16,11/03/2017
Global 3,v,Friend Club 9,HK Squash Centre (HKSC),17:00,"0-5(2-3,1-3,0-3,0-3,0-3)",16,11/03/2017
KYS 2,v,[BYE],,,,16,11/03/2017
KYS 2,v,Spirit 4,Java Road (JRSC),17:00,"3-2(0-3,3-1,3-1,0-3,3-0)",17,18/03/2017
MoveOnLoL,v,Global 3,HK Squash Centre (HKSC),17:00,"0-5(WO,WO,WO,WO,WO)",17,18/03/2017
Friend Club 9,v,Hong Kong Cricket Club 8,Kwun Chung (KCSC),17:00,"3-2(3-2,2-3,3-1,3-0,1-3)",17,18/03/2017
Head Shatin 7,v,[BYE],,,,17,18/03/2017
Hong Kong Cricket Club 8,v,MoveOnLoL,Hong Kong Cricket Club (HKCC),17:00,"5-0(WO,WO,WO,WO,WO)",18,25/03/2017
Head Shatin 7,v,Friend Club 9,Cornwall Street (CSPSC),17:00,"1-4(1-3,1-3,1-3,0-3,3-1)",18,25/03/2017
Global 3,v,KYS 2,HK Squash Centre (HKSC),17:00,"3-2(3-0,3-0,0-3,1-3,WO)",18,25/03/2017
Spirit 4,v,[BYE],,,,18,25/03/2017
MoveOnLoL,v,Head Shatin 7,HK Squash Centre (HKSC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",19,01/04/2017
KYS 2,v,Hong Kong Cricket Club 8,Java Road (JRSC),17:00,"3-2(3-0,3-0,0-3,3-0,0-3)",19,01/04/2017
Spirit 4,v,Global 3,HK Squash Centre (HKSC),17:00,"5-0(3-0,3-0,3-0,3-1,3-0)",19,01/04/2017
Friend Club 9,v,[BYE],,,,19,01/04/2017
KYS 2,v,Head Shatin 7,Java Road (JRSC),17:00,"5-0(3-2,3-2,3-2,3-0,3-0)",20,08/04/2017
Friend Club 9,v,MoveOnLoL,Kwun Chung (KCSC),17:00,"5-0(WO,WO,WO,WO,WO)",20,08/04/2017
Hong Kong Cricket Club 8,v,Spirit 4,Hong Kong Cricket Club (HKCC),17:00,"2-3(0-3,3-1,3-1,WO,WO)",20,08/04/2017
Global 3,v,[BYE],,,,20,08/04/2017
Global 3,v,Hong Kong Cricket Club 8,HK Squash Centre (HKSC),17:00,"0-5(1-3,1-3,2-3,0-3,1-3)",21,22/04/2017
KYS 2,v,Friend Club 9,Java Road (JRSC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",21,22/04/2017
Spirit 4,v,Head Shatin 7,HK Squash Centre (HKSC),17:00,"4-1(3-0,3-2,3-0,1-3,3-0)",21,22/04/2017
MoveOnLoL,v,[BYE],,,,21,22/04/2017
