Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Perrier KCC L2,v,Polladies,Kowloon Cricket Club (KCC),19:00,"4-0(3-0,3-0,3-0,3-0)",1,04/10/2016
Hong Kong Football Club L2A,v,Hong Kong Football Club L2B,Hong Kong Football Club (HKFC),19:15,"2-2(1-3,0-3,3-0,3-0)",1,04/10/2016
Hong Kong Cricket Club L2A,v,Hong Kong Cricket Club L2B,Hong Kong Cricket Club (HKCC),19:00,"1-3(0-3,2-3,0-3,3-0)",1,04/10/2016
Hong Kong Football Club L2C,v,[BYE],,,,1,04/10/2016
Polladies,v,Hong Kong Cricket Club L2A,Police Sports & Recreation Club (PSRC),19:00,"0-4(0-3,0-3,0-3,0-3)",2,11/10/2016
Hong Kong Cricket Club L2B,v,Perrier KCC L2,Hong Kong Cricket Club (HKCC),19:00,"2-2(3-0,3-1,1-3,0-3)",2,11/10/2016
Hong Kong Football Club L2C,v,Hong Kong Football Club L2A,Hong Kong Football Club (HKFC),19:15,"4-0(3-0,3-0,3-0,3-0)",2,11/10/2016
Hong Kong Football Club L2B,v,[BYE],,,,2,11/10/2016
Hong Kong Football Club L2B,v,Hong Kong Football Club L2C,Hong Kong Football Club (HKFC),19:15,"4-0(3-1,3-1,3-1,3-0)",3,18/10/2016
Hong Kong Cricket Club L2B,v,Polladies,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-0,3-0,3-0,3-0)",3,18/10/2016
Perrier KCC L2,v,Hong Kong Football Club L2A,Kowloon Cricket Club (KCC),19:00,"2-2(0-3,3-2,3-1,1-3)",3,18/10/2016
Hong Kong Cricket Club L2A,v,[BYE],,,,3,18/10/2016
Hong Kong Football Club L2A,v,Hong Kong Cricket Club L2B,Hong Kong Football Club (HKFC),19:15,"2-2(3-2,1-3,2-3,3-1)",4,25/10/2016
Hong Kong Cricket Club L2A,v,Hong Kong Football Club L2B,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-1,3-0,3-0,3-0)",4,25/10/2016
Polladies,v,Hong Kong Football Club L2C,Police Sports & Recreation Club (PSRC),19:00,"0-4(0-3,0-3,0-3,0-3)",4,25/10/2016
Perrier KCC L2,v,[BYE],,,,4,25/10/2016
