Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Alpha CUHK 1,v,United Services Recreation Club 3,Chinese University of HK (CUHK),19:00,"2-3(2-3,3-1,0-3,3-1,0-3)",1,03/10/2016
Head Shatin 3,v,i-MASK Advance Squash Club 6,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-2,1-3,3-0,0-3)",1,03/10/2016
Friend Club 5,v,The Zero Squash Club 1,Pei Ho Street (PHSSC),19:00,"4-1(3-1,3-0,3-1,3-1,1-3)",1,03/10/2016
Hong Kong Football Club 8B,v,[BYE],,,,1,03/10/2016
Hong Kong Football Club 8B,v,Alpha CUHK 1,Hong Kong Football Club (HKFC),19:15,"4-1(1-3,3-2,3-0,3-0,3-0)",2,17/10/2016
The Zero Squash Club 1,v,Head Shatin 3,Cheung Fat (CFSC),19:00,"3-2(3-1,2-3,1-3,3-2,3-2)",2,17/10/2016
Friend Club 5,v,United Services Recreation Club 3,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,3-1,3-0,0-3)",2,17/10/2016
i-MASK Advance Squash Club 6,v,[BYE],,,,2,17/10/2016
i-MASK Advance Squash Club 6,v,The Zero Squash Club 1,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-2,3-2,0-3,0-3)",3,24/10/2016
United Services Recreation Club 3,v,Head Shatin 3,United Services Recreation Club (USRC),19:00,"2-3(0-3,1-3,3-0,1-3,3-0)",3,24/10/2016
Friend Club 5,v,Hong Kong Football Club 8B,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-0,3-2,0-3,0-3)",3,24/10/2016
Alpha CUHK 1,v,[BYE],,,,3,24/10/2016
Hong Kong Football Club 8B,v,Head Shatin 3,Hong Kong Football Club (HKFC),19:15,"3-2(2-3,3-2,3-0,1-3,3-2)",4,31/10/2016
United Services Recreation Club 3,v,i-MASK Advance Squash Club 6,United Services Recreation Club (USRC),19:00,"1-4(3-2,0-3,0-3,0-3,0-3)",4,31/10/2016
Alpha CUHK 1,v,Friend Club 5,Chinese University of HK (CUHK),19:00,"2-3(3-0,0-3,0-3,0-3,3-0)",4,31/10/2016
The Zero Squash Club 1,v,[BYE],,,,4,31/10/2016
United Services Recreation Club 3,v,The Zero Squash Club 1,United Services Recreation Club (USRC),19:00,"0-5(0-3,2-3,1-3,1-3,0-3)",5,07/11/2016
i-MASK Advance Squash Club 6,v,Hong Kong Football Club 8B,Cornwall Street (CSPSC),19:00,"1-4(0-3,3-2,0-3,0-3,0-3)",5,07/11/2016
Head Shatin 3,v,Alpha CUHK 1,Cornwall Street (CSPSC),19:00,"3-2(0-3,1-3,3-0,3-0,3-0)",5,07/11/2016
Friend Club 5,v,[BYE],,,,5,07/11/2016
Friend Club 5,v,Head Shatin 3,Pei Ho Street (PHSSC),19:00,"4-1(3-1,3-1,3-1,3-1,1-3)",6,14/11/2016
Alpha CUHK 1,v,i-MASK Advance Squash Club 6,Chinese University of HK (CUHK),19:00,"4-1(3-0,3-2,3-0,3-2,0-3)",6,14/11/2016
The Zero Squash Club 1,v,Hong Kong Football Club 8B,Cheung Fat (CFSC),19:00,"1-4(3-1,1-3,0-3,1-3,0-3)",6,14/11/2016
United Services Recreation Club 3,v,[BYE],,,,6,14/11/2016
The Zero Squash Club 1,v,Alpha CUHK 1,Cheung Fat (CFSC),19:00,"4-1(3-1,1-3,3-2,3-0,3-0)",7,21/11/2016
i-MASK Advance Squash Club 6,v,Friend Club 5,Cornwall Street (CSPSC),19:00,"1-4(1-3,1-3,0-3,1-3,3-0)",7,21/11/2016
Hong Kong Football Club 8B,v,United Services Recreation Club 3,Hong Kong Football Club (HKFC),19:15,"5-0(3-1,3-0,3-0,3-1,3-2)",7,21/11/2016
Head Shatin 3,v,[BYE],,,,7,21/11/2016
Alpha CUHK 1,v,United Services Recreation Club 3,Chinese University of HK (CUHK),19:00,"3-2(3-0,3-1,3-0,2-3,0-3)",8,28/11/2016
i-MASK Advance Squash Club 6,v,Head Shatin 3,Cornwall Street (CSPSC),19:00,"4-1(3-1,1-3,3-1,3-2,3-1)",8,28/11/2016
The Zero Squash Club 1,v,Friend Club 5,Cheung Fat (CFSC),19:00,"2-3(3-1,3-1,1-3,1-3,1-3)",8,28/11/2016
Hong Kong Football Club 8B,v,[BYE],,,,8,28/11/2016
Head Shatin 3,v,The Zero Squash Club 1,Cornwall Street (CSPSC),19:00,"2-3(2-3,3-0,3-0,2-3,0-3)",9,05/12/2016
Alpha CUHK 1,v,Hong Kong Football Club 8B,Chinese University of HK (CUHK),19:00,"2-3(1-3,3-0,3-0,0-3,1-3)",9,05/12/2016
Friend Club 5,v,United Services Recreation Club 3,Cornwall Street (CSPSC),19:00,"4-1(0-3,3-1,3-0,3-0,3-0)",9,05/12/2016
i-MASK Advance Squash Club 6,v,[BYE],,,,9,05/12/2016
Hong Kong Football Club 8B,v,Friend Club 5,Hong Kong Football Club (HKFC),19:15,"2-3(3-2,2-3,0-3,3-1,2-3)",10,12/12/2016
Head Shatin 3,v,United Services Recreation Club 3,Cornwall Street (CSPSC),19:00,"2-3(2-3,3-1,2-3,3-1,0-3)",10,12/12/2016
The Zero Squash Club 1,v,i-MASK Advance Squash Club 6,Cheung Fat (CFSC),19:00,"0-5(1-3,0-3,2-3,1-3,0-3)",10,12/12/2016
Alpha CUHK 1,v,[BYE],,,,10,12/12/2016
Friend Club 5,v,Alpha CUHK 1,Pei Ho Street (PHSSC),19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",11,09/01/2017
Head Shatin 3,v,Hong Kong Football Club 8B,Cornwall Street (CSPSC),19:00,"2-3(3-1,1-3,3-2,1-3,1-3)",11,09/01/2017
i-MASK Advance Squash Club 6,v,United Services Recreation Club 3,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",11,09/01/2017
The Zero Squash Club 1,v,[BYE],,,,11,09/01/2017
i-MASK Advance Squash Club 6,v,Hong Kong Football Club 8B,Cornwall Street (CSPSC),19:00,"1-4(1-3,2-3,0-3,3-1,0-3)",12,16/01/2017
The Zero Squash Club 1,v,United Services Recreation Club 3,Cheung Fat (CFSC),19:00,"3-2(3-0,2-3,3-2,3-1,2-3)",12,16/01/2017
Alpha CUHK 1,v,Head Shatin 3,Chinese University of HK (CUHK),19:00,"3-2(3-0,0-3,3-0,0-3,WO)",12,16/01/2017
Friend Club 5,v,[BYE],,,,12,16/01/2017
i-MASK Advance Squash Club 6,v,Alpha CUHK 1,Cornwall Street (CSPSC),19:00,"3-2(2-3,2-3,3-1,3-0,3-0)",13,06/02/2017
Head Shatin 3,v,Friend Club 5,Cornwall Street (CSPSC),19:00,"1-4(2-3,1-3,0-3,0-3,3-1)",13,06/02/2017
Hong Kong Football Club 8B,v,The Zero Squash Club 1,Hong Kong Football Club (HKFC),19:15,"3-2(3-2,3-0,2-3,3-0,2-3)",13,06/02/2017
United Services Recreation Club 3,v,[BYE],,,,13,06/02/2017
United Services Recreation Club 3,v,Hong Kong Football Club 8B,United Services Recreation Club (USRC),19:00,"1-4(1-3,0-3,3-2,0-3,1-3)",14,13/02/2017
Friend Club 5,v,i-MASK Advance Squash Club 6,Kwun Chung (KCSC),19:00,"4-1(3-2,3-0,3-1,3-0,0-3)",14,13/02/2017
The Zero Squash Club 1,v,Alpha CUHK 1,Cheung Fat (CFSC),19:00,"3-2(1-3,1-3,3-0,3-1,3-0)",14,13/02/2017
Head Shatin 3,v,[BYE],,,,14,13/02/2017
United Services Recreation Club 3,v,Alpha CUHK 1,United Services Recreation Club (USRC),19:00,"4-1(0-3,3-2,3-2,3-0,3-1)",15,20/02/2017
