Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
HKCC Wednesday Night Rockers,v,Latecomers,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-2,3-0,3-0,3-0,3-0)",1,05/10/2016
Mad Hatters,v,United Services Recreation Club 6,Harbour Road (HRSC),19:00,"2-3(1-3,3-2,1-3,1-3,3-0)",1,05/10/2016
Craigergower Cricket Club,v,CSD,Craigergower Cricket Club (CCC),19:00,"4-1(3-0,3-2,3-1,3-0,0-3)",1,05/10/2016
HKCC Wednesday Night Rockers,v,United Services Recreation Club 6,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",2,12/10/2016
Latecomers,v,Craigergower Cricket Club,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,2-3,0-3,3-0)",2,12/10/2016
Mad Hatters,v,CSD,Harbour Road (HRSC),19:00,"5-0(3-0,3-2,3-0,3-0,3-0)",2,12/10/2016
HKCC Wednesday Night Rockers,v,Craigergower Cricket Club,Hong Kong Cricket Club (HKCC),19:00,"2-3(2-3,1-3,3-0,3-0,1-3)",3,26/10/2016
United Services Recreation Club 6,v,CSD,United Services Recreation Club (USRC),19:00,"4-1(3-1,3-0,3-0,3-0,0-3)",3,26/10/2016
Mad Hatters,v,Latecomers,Harbour Road (HRSC),19:00,"4-1(0-3,3-2,3-0,3-0,3-0)",3,26/10/2016
Craigergower Cricket Club,v,Mad Hatters,Craigergower Cricket Club (CCC),19:00,"2-3(3-0,3-2,0-3,1-3,0-3)",4,02/11/2016
CSD,v,HKCC Wednesday Night Rockers,Kwun Chung (KCSC),19:00,"1-4(3-0,1-3,0-3,0-3,0-3)",4,02/11/2016
Latecomers,v,United Services Recreation Club 6,HK Squash Centre (HKSC),19:00,,4,02/11/2016
CSD,v,Craigergower Cricket Club,Kwun Chung (KCSC),19:00,"2-3(1-3,2-3,1-3,3-0,3-0)",5,09/11/2016
United Services Recreation Club 6,v,Mad Hatters,United Services Recreation Club (USRC),19:00,"3-2(3-0,3-0,0-3,3-1,0-3)",5,09/11/2016
Latecomers,v,HKCC Wednesday Night Rockers,HK Squash Centre (HKSC),19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",5,09/11/2016
United Services Recreation Club 6,v,HKCC Wednesday Night Rockers,United Services Recreation Club (USRC),19:00,"1-4(1-3,2-3,3-0,0-3,1-3)",6,16/11/2016
CSD,v,Mad Hatters,Kwun Chung (KCSC),19:00,"1-4(3-0,1-3,2-3,1-3,1-3)",6,16/11/2016
Craigergower Cricket Club,v,Latecomers,Craigergower Cricket Club (CCC),19:00,"4-1(3-1,1-3,3-1,3-0,3-0)",6,16/11/2016
United Services Recreation Club 6,v,Craigergower Cricket Club,United Services Recreation Club (USRC),19:00,"1-4(2-3,1-3,2-3,3-0,0-3)",7,23/11/2016
Latecomers,v,CSD,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",7,23/11/2016
HKCC Wednesday Night Rockers,v,Mad Hatters,Hong Kong Cricket Club (HKCC),19:00,"4-1(3-0,3-0,0-3,3-1,3-0)",7,23/11/2016
Craigergower Cricket Club,v,HKCC Wednesday Night Rockers,Craigergower Cricket Club (CCC),19:00,"1-4(3-0,0-3,0-3,2-3,2-3)",8,30/11/2016
Latecomers,v,Mad Hatters,HK Squash Centre (HKSC),19:00,"3-2(3-2,3-0,0-3,3-1,0-3)",8,30/11/2016
CSD,v,United Services Recreation Club 6,Kwun Chung (KCSC),19:00,"5-0(WO,WO,WO,WO,WO)",8,30/11/2016
HKCC Wednesday Night Rockers,v,CSD,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",9,07/12/2016
Mad Hatters,v,Craigergower Cricket Club,Harbour Road (HRSC),19:00,"3-2(0-3,2-3,3-0,3-0,3-0)",9,07/12/2016
United Services Recreation Club 6,v,Latecomers,United Services Recreation Club (USRC),19:00,"2-2(3-0,2-3,0-3,3-1)",9,07/12/2016
Craigergower Cricket Club,v,CSD,Craigergower Cricket Club (CCC),19:00,"5-0(3-0,3-0,3-2,3-1,3-0)",10,14/12/2016
United Services Recreation Club 6,v,Mad Hatters,United Services Recreation Club (USRC),19:00,"1-4(3-1,2-3,0-3,0-3,0-3)",10,14/12/2016
HKCC Wednesday Night Rockers,v,Latecomers,Hong Kong Cricket Club (HKCC),19:00,"3-2(3-1,0-3,3-2,3-0,0-3)",10,14/12/2016
Mad Hatters,v,CSD,Harbour Road (HRSC),19:00,"4-1(3-1,1-3,3-0,3-0,WO)",11,04/01/2017
United Services Recreation Club 6,v,HKCC Wednesday Night Rockers,United Services Recreation Club (USRC),19:00,"0-5(1-3,1-3,1-3,0-3,2-3)",11,04/01/2017
Latecomers,v,Craigergower Cricket Club,HK Squash Centre (HKSC),19:00,"1-4(0-3,3-0,0-3,0-3,0-3)",11,04/01/2017
CSD,v,Latecomers,Kwun Chung (KCSC),19:00,"3-2(3-0,3-0,3-0,0-3,0-3)",12,11/01/2017
Mad Hatters,v,HKCC Wednesday Night Rockers,Harbour Road (HRSC),19:00,"1-4(1-3,3-2,0-3,1-3,0-3)",12,11/01/2017
Craigergower Cricket Club,v,United Services Recreation Club 6,Craigergower Cricket Club (CCC),19:00,"4-1(3-1,3-0,1-3,3-0,3-0)",12,11/01/2017
United Services Recreation Club 6,v,CSD,United Services Recreation Club (USRC),19:00,"4-1(3-0,0-3,3-0,3-0,3-0)",13,18/01/2017
HKCC Wednesday Night Rockers,v,Craigergower Cricket Club,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",13,18/01/2017
Mad Hatters,v,Latecomers,Harbour Road (HRSC),19:00,"1-4(1-3,0-3,2-3,3-1,0-3)",13,18/01/2017
Latecomers,v,United Services Recreation Club 6,HK Squash Centre (HKSC),19:00,"2-3(3-2,0-3,0-3,0-3,3-1)",14,08/02/2017
Craigergower Cricket Club,v,Mad Hatters,Craigergower Cricket Club (CCC),19:00,"2-3(3-0,2-3,0-3,0-3,3-0)",14,08/02/2017
CSD,v,HKCC Wednesday Night Rockers,Kwun Chung (KCSC),19:00,"1-4(3-0,0-3,2-3,2-3,0-3)",14,08/02/2017
CSD,v,Craigergower Cricket Club,Kwun Chung (KCSC),19:00,"1-4(0-3,3-1,0-3,0-3,0-3)",15,15/02/2017
Mad Hatters,v,United Services Recreation Club 6,Harbour Road (HRSC),19:00,"5-0(WO,WO,WO,WO,WO)",15,15/02/2017
Latecomers,v,HKCC Wednesday Night Rockers,HK Squash Centre (HKSC),19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",15,15/02/2017
CSD,v,Mad Hatters,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",16,22/02/2017
Craigergower Cricket Club,v,Latecomers,Craigergower Cricket Club (CCC),19:00,"5-0(3-0,3-0,3-0,3-1,3-0)",16,22/02/2017
HKCC Wednesday Night Rockers,v,United Services Recreation Club 6,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-1,3-0,3-0,3-1,3-0)",16,22/02/2017
United Services Recreation Club 6,v,Craigergower Cricket Club,United Services Recreation Club (USRC),19:00,"0-5(WO,WO,WO,WO,WO)",17,01/03/2017
HKCC Wednesday Night Rockers,v,Mad Hatters,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-2,3-0,3-0,3-2,3-0)",17,01/03/2017
Latecomers,v,CSD,HK Squash Centre (HKSC),19:00,"3-2(3-0,0-3,0-3,3-0,3-0)",17,01/03/2017
Latecomers,v,Mad Hatters,HK Squash Centre (HKSC),19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",18,08/03/2017
Craigergower Cricket Club,v,HKCC Wednesday Night Rockers,Craigergower Cricket Club (CCC),19:00,"2-3(3-0,1-3,0-3,0-3,3-0)",18,08/03/2017
CSD,v,United Services Recreation Club 6,Kwun Chung (KCSC),19:00,"5-0(WO,WO,WO,WO,WO)",18,08/03/2017
United Services Recreation Club 6,v,Latecomers,United Services Recreation Club (USRC),19:00,"0-5(WO,WO,WO,WO,WO)",19,15/03/2017
HKCC Wednesday Night Rockers,v,CSD,Hong Kong Cricket Club (HKCC),19:00,"3-2(3-0,1-3,3-1,3-0,1-3)",19,15/03/2017
Mad Hatters,v,Craigergower Cricket Club,Harbour Road (HRSC),19:00,"4-1(0-3,3-0,3-1,3-0,3-2)",19,15/03/2017
Craigergower Cricket Club,v,United Services Recreation Club 6,Craigergower Cricket Club (CCC),19:00,"4-1(3-0,3-2,0-3,3-0,3-0)",20,22/03/2017
CSD,v,Latecomers,HK Squash Centre (HKSC),19:00,"1-4(0-3,3-0,0-3,WO,WO)",20,22/03/2017
Mad Hatters,v,HKCC Wednesday Night Rockers,Harbour Road (HRSC),19:00,"4-1(0-3,3-2,3-2,3-2,3-0)",20,22/03/2017
