Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
The Zero Squash Club 3,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-0,3-1,3-0,3-0)",1,07/10/2016
Yuen Long Jr 2,v,Police 2,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",1,07/10/2016
Friend Club 6,v,Phresh 3,Cornwall Street (CSPSC),19:00,"1-4(0-3,1-3,3-0,0-3,WO)",1,07/10/2016
i-MASK Advance Squash Club 9,v,[BYE],,,,1,07/10/2016
Kinetic 4,v,Yuen Long Jr 2,Yuen Long Jockey Club (YLJCSC),19:00,"1-4(0-3,0-3,3-2,2-3,1-3)",2,14/10/2016
i-MASK Advance Squash Club 9,v,The Zero Squash Club 3,Cornwall Street (CSPSC),19:00,"1-4(1-3,0-3,0-3,3-1,1-3)",2,14/10/2016
Police 2,v,Friend Club 6,Police Sports & Recreation Club (PSRC),19:00,"4-1(3-0,3-2,2-3,3-2,3-2)",2,14/10/2016
Phresh 3,v,[BYE],,,,2,14/10/2016
i-MASK Advance Squash Club 9,v,Friend Club 6,Cornwall Street (CSPSC),19:00,"2-3(2-3,1-3,3-0,0-3,3-1)",3,28/10/2016
Kinetic 4,v,Phresh 3,Yuen Long Jockey Club (YLJCSC),19:00,"3-2(3-0,2-3,3-0,0-3,3-1)",3,28/10/2016
The Zero Squash Club 3,v,Yuen Long Jr 2,Cornwall Street (CSPSC),19:00,"2-3(0-3,2-3,0-3,3-1,3-0)",3,28/10/2016
Police 2,v,[BYE],,,,3,28/10/2016
Phresh 3,v,i-MASK Advance Squash Club 9,Pei Ho Street (PHSSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",4,04/11/2016
Police 2,v,Kinetic 4,Police Sports & Recreation Club (PSRC),19:00,"3-2(3-2,3-2,2-3,3-2,0-3)",4,04/11/2016
Friend Club 6,v,The Zero Squash Club 3,Cornwall Street (CSPSC),19:00,"1-4(0-3,3-1,0-3,0-3,0-3)",4,04/11/2016
Yuen Long Jr 2,v,[BYE],,,,4,04/11/2016
i-MASK Advance Squash Club 9,v,Police 2,Cornwall Street (CSPSC),19:00,"2-3(2-3,0-3,2-3,3-2,3-2)",5,11/11/2016
Yuen Long Jr 2,v,Friend Club 6,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-0,WO,WO)",5,11/11/2016
The Zero Squash Club 3,v,Phresh 3,Cornwall Street (CSPSC),19:00,"2-3(1-3,2-3,3-1,3-0,0-3)",5,11/11/2016
Kinetic 4,v,[BYE],,,,5,11/11/2016
i-MASK Advance Squash Club 9,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"3-2(0-3,3-2,3-0,3-0,2-3)",6,18/11/2016
Police 2,v,The Zero Squash Club 3,Police Sports & Recreation Club (PSRC),19:00,"1-4(3-1,1-3,0-3,0-3,0-3)",6,18/11/2016
Phresh 3,v,Yuen Long Jr 2,Pei Ho Street (PHSSC),19:00,"1-4(1-3,0-3,1-3,3-0,1-3)",6,18/11/2016
Friend Club 6,v,[BYE],,,,6,18/11/2016
Police 2,v,Yuen Long Jr 2,Police Sports & Recreation Club (PSRC),19:00,"0-5(2-3,0-3,0-3,0-3,0-3)",7,25/11/2016
The Zero Squash Club 3,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,3-0,2-3,3-1)",7,25/11/2016
Phresh 3,v,Friend Club 6,Pei Ho Street (PHSSC),19:00,"2-3(3-2,0-3,2-3,0-3,WO)",7,25/11/2016
i-MASK Advance Squash Club 9,v,[BYE],,,,7,25/11/2016
Yuen Long Jr 2,v,Kinetic 4,Kwun Chung (KCSC),19:00,"4-1(3-0,3-0,3-0,0-3,3-0)",8,02/12/2016
Friend Club 6,v,Police 2,Cornwall Street (CSPSC),19:00,"1-4(0-3,0-3,3-0,1-3,1-3)",8,02/12/2016
The Zero Squash Club 3,v,i-MASK Advance Squash Club 9,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-1,3-2,3-0,1-3)",8,02/12/2016
Phresh 3,v,[BYE],,,,8,02/12/2016
Kinetic 4,v,Friend Club 6,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",9,09/12/2016
Police 2,v,Phresh 3,Police Sports & Recreation Club (PSRC),19:00,"1-4(1-3,1-3,3-2,0-3,0-3)",9,09/12/2016
i-MASK Advance Squash Club 9,v,Yuen Long Jr 2,Cornwall Street (CSPSC),19:00,"1-4(2-3,0-3,2-3,3-1,0-3)",9,09/12/2016
The Zero Squash Club 3,v,[BYE],,,,9,09/12/2016
Phresh 3,v,Kinetic 4,Pei Ho Street (PHSSC),19:00,"3-2(3-0,3-1,0-3,1-3,3-0)",10,16/12/2016
Yuen Long Jr 2,v,The Zero Squash Club 3,Kwun Chung (KCSC),19:00,"1-4(3-0,2-3,1-3,0-3,2-3)",10,16/12/2016
Friend Club 6,v,i-MASK Advance Squash Club 9,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,2-3,0-3,3-0)",10,16/12/2016
Police 2,v,[BYE],,,,10,16/12/2016
Police 2,v,Kinetic 4,Police Sports & Recreation Club (PSRC),19:00,"2-3(3-1,3-0,0-3,0-3,0-3)",11,06/01/2017
The Zero Squash Club 3,v,Friend Club 6,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-1,3-1,3-0)",11,06/01/2017
i-MASK Advance Squash Club 9,v,Phresh 3,Cornwall Street (CSPSC),19:00,"3-2(1-3,3-1,0-3,3-1,3-2)",11,06/01/2017
Yuen Long Jr 2,v,[BYE],,,,11,06/01/2017
Friend Club 6,v,Yuen Long Jr 2,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,1-3,0-3)",12,13/01/2017
Phresh 3,v,The Zero Squash Club 3,Pei Ho Street (PHSSC),19:00,"0-5(0-3,1-3,0-3,0-3,1-3)",12,13/01/2017
Police 2,v,i-MASK Advance Squash Club 9,Police Sports & Recreation Club (PSRC),19:00,"0-5(2-3,2-3,1-3,1-3,1-3)",12,13/01/2017
Kinetic 4,v,[BYE],,,,12,13/01/2017
Yuen Long Jr 2,v,Phresh 3,Kwun Chung (KCSC),19:00,"5-0(3-2,3-2,3-0,3-1,3-1)",13,20/01/2017
The Zero Squash Club 3,v,Police 2,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",13,20/01/2017
i-MASK Advance Squash Club 9,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"1-4(1-3,1-3,0-3,2-3,3-0)",13,20/01/2017
Friend Club 6,v,[BYE],,,,13,20/01/2017
Friend Club 6,v,Phresh 3,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-0,3-2,2-3,WO)",14,10/02/2017
Kinetic 4,v,The Zero Squash Club 3,Cornwall Street (CSPSC),19:00,"1-4(2-3,2-3,3-1,2-3,2-3)",14,10/02/2017
Yuen Long Jr 2,v,Police 2,Kwun Chung (KCSC),19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",14,10/02/2017
i-MASK Advance Squash Club 9,v,[BYE],,,,14,10/02/2017
i-MASK Advance Squash Club 9,v,The Zero Squash Club 3,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,1-3)",15,17/02/2017
Yuen Long Jr 2,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-2,3-0)",15,17/02/2017
Police 2,v,Friend Club 6,Police Sports & Recreation Club (PSRC),19:00,"3-2(0-3,1-3,3-1,3-0,3-0)",15,17/02/2017
Phresh 3,v,[BYE],,,,15,17/02/2017
Phresh 3,v,Police 2,Pei Ho Street (PHSSC),19:00,"4-1(3-0,3-0,0-3,3-0,3-0)",16,24/02/2017
