Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club M3,3,3,0,16,13,2,0,0,0,0
United Services Recreation Club M3,3,2,1,12,10,5,0,0,0,0
Hong Kong Football Club M3A,3,2,1,10,8,7,0,0,0,0
Old Squash Fellows,3,1,2,9,8,7,0,0,0,0
Hong Kong Football Club M3B,3,1,2,8,7,8,0,0,0,0
Kowloon Cricket Club M3,3,1,2,7,6,9,0,0,0,0
Titlows Squash Team,3,1,2,6,5,10,0,0,0,0
Hong Kong Cricket Club M3,3,1,2,4,3,12,0,0,0,0
