Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Hong Kong Football Club 5A,18,10.15115115115115,7.848848848848849,58.1961961961962,65.96596596596596,21.82182182182182,17.81781781781782,15.015015015015015,11.31131131131131,9.60960960960961,6.706706706706707,6.806806806806807,4.3043043043043046,4.1041041041041035,2.5025025025025025
The Squash Club 1,18,9.902902902902904,8.097097097097096,57.65465465465466,61.26126126126127,20.12012012012012,16.216216216216218,14.114114114114114,10.81081081081081,8.708708708708707,8.108108108108109,7.907907907907907,5.605605605605605,4.904904904904905,3.5035035035035036
Physical Chess 1,18,9.714714714714715,8.285285285285285,55.64464464464464,50.35035035035035,11.711711711711711,12.212212212212211,11.21121121121121,15.215215215215217,11.711711711711711,10.71071071071071,8.608608608608609,7.807807807807808,6.906906906906906,3.903903903903904
Hong Kong Racketlon Association 1,18,9.607607607607608,8.392392392392392,55.5025025025025,48.14814814814815,12.812812812812812,12.812812812812812,11.01101101101101,11.511511511511511,12.512512512512513,11.21121121121121,9.50950950950951,7.307307307307307,6.706706706706707,4.604604604604605
Uncle,18,9.63063063063063,8.36936936936937,55.44544544544544,47.14714714714714,12.412412412412413,11.511511511511511,12.612612612612612,10.61061061061061,10.91091091091091,11.911911911911911,8.80880880880881,9.50950950950951,7.207207207207207,4.504504504504505
Squashathon,18,8.32932932932933,9.67067067067067,52.434434434434436,29.629629629629626,5.205205205205205,6.606606606606606,9.10910910910911,8.708708708708707,10.61061061061061,10.31031031031031,11.811811811811811,11.11111111111111,12.912912912912914,13.613613613613614
Happy Squash 2,18,8.34034034034034,9.65965965965966,52.374374374374376,29.52952952952953,5.7057057057057055,7.207207207207207,8.108108108108109,8.508508508508509,9.60960960960961,10.61061061061061,11.31131131131131,13.813813813813812,12.912912912912914,12.212212212212211
X-Alpha 2,18,8.292292292292291,9.707707707707709,52.273273273273276,28.02802802802803,4.804804804804805,6.406406406406406,8.508508508508509,8.308308308308309,9.60960960960961,10.41041041041041,12.612612612612612,13.213213213213212,13.813813813813812,12.312312312312311
i-Mask Advance Squash Club 1,18,8.038038038038039,9.961961961961961,50.35535535535536,19.21921921921922,2.5025025025025025,4.704704704704705,5.205205205205205,6.806806806806807,9.70970970970971,9.50950950950951,11.711711711711711,14.614614614614615,14.814814814814813,20.42042042042042
Hong Kong Football Club 5B,18,7.992992992992993,10.007007007007006,50.11911911911912,20.72072072072072,2.902902902902903,4.504504504504505,5.105105105105105,8.208208208208207,7.007007007007007,10.51051051051051,10.91091091091091,12.712712712712712,15.715715715715717,22.42242242242242
