Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
South Kwai Chung Squash Club 1,68.42105263157895,84.21052631578947,94.73684210526315,89.47368421052632,78.94736842105263,83.15789473684211,95
Phoenix,95.0,80.0,63.1578947368421,57.89473684210527,78.94736842105263,75.0,97
Invader Squash,60.0,65.0,65.0,80.0,80.0,70.0,100
Kinetic 5,40.0,60.0,90.0,80.0,70.0,68.0,100
Global 2,60.0,75.0,35.0,50.0,60.0,56.0,100
Bravo,84.21052631578947,57.89473684210527,47.368421052631575,47.368421052631575,33.33333333333333,54.03508771929823,94
Hong Kong Football Club 14,38.88888888888889,47.05882352941176,43.75,62.5,50.0,48.439542483660134,81
Rovers,50.0,25.0,35.0,42.10526315789473,35.294117647058826,37.47987616099071,96
DS,35.0,35.0,25.0,15.789473684210526,16.666666666666664,25.491228070175435,97
Friend Club 7,16.666666666666664,16.666666666666664,44.44444444444444,11.11111111111111,23.52941176470588,22.483660130718953,89
PLZ,0.0,0.0,0.0,0.0,0.0,0.0,85
