Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
Physical Chess 5,Sha Tin 7,Cornwall Street Squash Centre,10,2025-01-25,3.4156831366273255,2.5843168633726745
Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club,10,2025-01-25,2.7869573914782957,3.2130426085217043
HKIS Div 15,Squashathon One,HK Squash Centre,10,2025-01-25,2.5429085817163433,3.4570914182836567
Squashathon One,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,11,2025-02-08,3.6183236647329466,2.3816763352670534
Royal Hong Kong Yacht Club Div 15,Physical Chess 5,Royal Hong Kong Yacht Club,11,2025-02-08,3.4482896579315865,2.5517103420684135
Sha Tin 7,United Services Recreation Club 4,Cornwall Street Squash Centre,11,2025-02-08,2.941388277655531,3.058611722344469
United Services Recreation Club 4,Royal Hong Kong Yacht Club Div 15,United Services Recreation Club,12,2025-02-15,2.6057211442288457,3.3942788557711543
Physical Chess 5,Squashathon One,Cornwall Street Squash Centre,12,2025-02-15,2.555111022204441,3.444888977795559
Hong Kong Cricket Club 8,HKIS Div 15,Hong Kong Cricket Club,12,2025-02-15,3.298659731946389,2.701340268053611
HKIS Div 15,Physical Chess 5,HK Squash Centre,13,2025-02-22,2.9335867173434687,3.0664132826565313
Squashathon One,United Services Recreation Club 4,Cornwall Street Squash Centre,13,2025-02-22,3.7793558711742348,2.2206441288257652
Royal Hong Kong Yacht Club Div 15,Sha Tin 7,Royal Hong Kong Yacht Club,13,2025-02-22,3.868373674734947,2.131626325265053
Squashathon One,Sha Tin 7,Cornwall Street Squash Centre,14,2025-03-01,3.822164432886577,2.177835567113423
HKIS Div 15,United Services Recreation Club 4,HK Squash Centre,14,2025-03-01,3.1994398879775954,2.8005601120224046
Hong Kong Cricket Club 8,Physical Chess 5,Hong Kong Cricket Club,14,2025-03-01,3.12002400480096,2.87997599519904
United Services Recreation Club 4,Hong Kong Cricket Club 8,United Services Recreation Club,15,2025-03-08,2.945989197839568,3.054010802160432
Sha Tin 7,HKIS Div 15,Cornwall Street Squash Centre,15,2025-03-08,2.9465893178635727,3.0534106821364273
Royal Hong Kong Yacht Club Div 15,Squashathon One,Royal Hong Kong Yacht Club,15,2025-03-08,3.0928185637127426,2.9071814362872574
HKIS Div 15,Royal Hong Kong Yacht Club Div 15,HK Squash Centre,16,2025-03-15,2.6279255851170236,3.3720744148829764
Hong Kong Cricket Club 8,Sha Tin 7,Hong Kong Cricket Club,16,2025-03-15,3.5629125825165033,2.4370874174834967
Physical Chess 5,United Services Recreation Club 4,Cornwall Street Squash Centre,16,2025-03-15,3.365273054610922,2.634726945389078
Sha Tin 7,Physical Chess 5,Cornwall Street Squash Centre,17,2025-03-22,2.5629125825165033,3.4370874174834967
Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club,17,2025-03-22,3.4562912582516505,2.5437087417483495
Squashathon One,HKIS Div 15,Cornwall Street Squash Centre,17,2025-03-22,3.7723544708941787,2.2276455291058213
Hong Kong Cricket Club 8,Squashathon One,Hong Kong Cricket Club,18,2025-03-29,2.7209441888377675,3.2790558111622325
Physical Chess 5,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,18,2025-03-29,2.8265653130626127,3.1734346869373873
United Services Recreation Club 4,Sha Tin 7,United Services Recreation Club,18,2025-03-29,3.3490698139627924,2.6509301860372076
Royal Hong Kong Yacht Club Div 15,United Services Recreation Club 4,Royal Hong Kong Yacht Club,19,2025-04-05,3.666733346669334,2.333266653330666
Squashathon One,Physical Chess 5,HK Squash Centre,19,2025-04-05,3.566113222644529,2.433886777355471
HKIS Div 15,Hong Kong Cricket Club 8,HK Squash Centre,19,2025-04-05,2.964392878575715,3.035607121424285
Physical Chess 5,HKIS Div 15,Cornwall Street Squash Centre,20,2025-04-12,3.303860772154431,2.696139227845569
United Services Recreation Club 4,Squashathon One,United Services Recreation Club,20,2025-04-12,2.520104020804161,3.479895979195839
Sha Tin 7,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,20,2025-04-12,2.3766753350670133,3.6233246649329867
Physical Chess 5,HKIS Div 15,Cornwall Street Squash Centre,21,2025-04-26,3.2926585317063415,2.7073414682936585
United Services Recreation Club 4,Squashathon One,United Services Recreation Club,21,2025-04-26,2.567113422684537,3.432886577315463
Sha Tin 7,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,21,2025-04-26,2.3566713342668533,3.6433286657331467
