Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
i-Mask Advance Squash Club 5,37.5,87.5,75.0,100.0,62.5,72.5,40
The Zero Squash Club D11,87.5,100.0,50.0,37.5,62.5,67.5,40
GMDBB,100.0,50.0,50.0,50.0,75.0,65.0,40
7NT,44.44444444444444,55.55555555555556,77.77777777777779,66.66666666666666,62.5,61.38888888888889,44
Electrify Squash Div 11,66.66666666666666,55.55555555555556,77.77777777777779,44.44444444444444,55.55555555555556,60.0,45
Alpha CUHK,87.5,25.0,75.0,62.5,14.285714285714285,52.857142857142854,39
South China Athletic Association,50.0,50.0,37.5,37.5,37.5,42.5,40
ZOMA,22.22222222222222,44.44444444444444,55.55555555555556,33.33333333333333,37.5,38.61111111111111,44
Sea Bear,11.11111111111111,44.44444444444444,22.22222222222222,44.44444444444444,62.5,36.94444444444444,44
Tuen Mun Squash Club,50.0,25.0,25.0,25.0,25.0,30.0,40
Invader Squash,0.0,12.5,0.0,50.0,50.0,22.5,40
