Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Ladies Recreation Club Div 14,16.666666666666664,49.99999999999999,43.33333333333334,16.666666666666664,0.0,25.33333333333333
TKO Junior 1,10.0,-10.0,15.0,35.0,30.0,16.0
Physical Chess 5,50.0,-33.33333333333334,33.33333333333334,-16.666666666666657,33.33333333333334,13.333333333333343
Royal Hong Kong Yacht Club Div 14,-6.666666666666657,10.0,16.666666666666657,16.666666666666657,20.0,11.333333333333329
TNG 3,42.85714285714286,16.66666666666667,66.66666666666667,-83.33333333333334,10.0,10.57142857142857
Squash-On,33.33333333333333,-16.666666666666657,33.33333333333333,0.0,0.0,9.999999999999996
Fusion Squash Club 4,20.0,0.0,20.0,0.0,0.0,8.0
The Squash Club 4,0.0,8.57142857142857,3.5714285714285694,-23.80952380952381,46.66666666666666,7.0
RELAY 2,25.0,-33.333333333333336,33.33333333333333,0.0,-16.66666666666667,1.6666666666666643
8 Virtues + 1,16.666666666666657,-37.5,-25.0,57.142857142857146,-80.0,-13.738095238095248
Hong Kong Football Club 14,-23.809523809523803,14.285714285714285,-9.523809523809518,-85.71428571428572,-16.666666666666657,-24.285714285714278
North District Sports Association 2,-50.0,0.0,-33.33333333333333,-16.666666666666657,-50.0,-30.0
