Home Team,Away Team,Venue,Match Week,Date
Sha Tin 6,Royal Hong Kong Yacht Club Div 15,Kwun Chung Sports Centre,19,2026-04-11
North District Sports Association 3,Squash Busters,Pei Ho Street Sports Centre,19,2026-04-11
Squashathon X,Hong Kong Cricket Club D15,HK Squash Centre,19,2026-04-11
United Services Recreation Club 4,HKIS Div 15,United Services Recreation Club,19,2026-04-11
Royal Hong Kong Yacht Club Div 15,HKIS Div 15,Royal Hong Kong Yacht Club,20,2026-04-18
Hong Kong Cricket Club D15,United Services Recreation Club 4,Hong Kong Cricket Club,20,2026-04-18
Squash Busters,Squashathon X,Kwun Chung Sports Centre,20,2026-04-18
Sha Tin 6,North District Sports Association 3,HK Squash Centre,20,2026-04-18
North District Sports Association 3,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,21,2026-04-25
Squashathon X,Sha Tin 6,Cornwall Street Squash Centre,21,2026-04-25
United Services Recreation Club 4,Squash Busters,United Services Recreation Club,21,2026-04-25
HKIS Div 15,Hong Kong Cricket Club D15,Cornwall Street Squash Centre,21,2026-04-25
