Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Hong Kong Jockey Club Div 10,3,3,0,18,15,0
United Services Recreation Club 3,4,3,1,16,13,7
RELAY 1,4,3,1,13,10,10
Banbil,4,2,2,12,10,10
Craigengower Cricket Club,3,1,2,6,5,10
Sha Tin 4,3,0,3,5,5,10
Bravo D10,3,0,3,2,2,13
