Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,4,4,0,14,10,6
JESSICA L2,4,2,2,14,12,4
Hong Kong Football Club L2B,4,3,1,13,10,6
Hong Kong Football Club L2A,4,1,3,10,9,7
Hong Kong Cricket Club L2,4,2,2,7,5,11
Hong Kong Football Club L2C,4,0,4,2,2,14
