Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 7A,3,3,0,15,12,3
Vitality Squash 1,3,3,0,12,9,6
X-Alpha 3,4,2,2,12,11,9
UST,4,2,2,11,9,11
The Best Group 1,4,1,3,8,7,13
Hong Kong Cricket Club 5,3,1,2,8,7,8
Kinetic 1,3,0,3,5,5,10
