Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,4,4,0,20,16,4
RELAY 2,4,3,1,17,14,6
Squash-On,4,3,1,14,11,9
Fusion Squash Club 3,4,2,2,13,11,9
Squashathon MeGa,4,2,2,10,8,12
Serve - Ivors,4,1,3,8,7,13
TNG 3,4,1,3,8,7,13
i-Mask Advance Squash Club 6,4,0,4,6,6,14
