Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 8,4,4,0,20,16,4
Sha Tin 3,3,3,0,18,15,0
Physical Chess 3,4,3,1,15,12,8
Ladies Recreation Club Div 8,3,3,0,14,11,4
Squashathon Zero,3,1,2,8,7,8
Striving Squash,4,1,3,7,6,14
TOMCAT,4,0,4,6,6,14
Kinetic 2,3,1,2,4,3,12
i-Mask Advance Squash Club 2,4,0,4,4,4,16
