Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L3B,4,3,1,10,7,5
Hong Kong Football Club L3C,4,2,2,9,7,5
Hong Kong Cricket Club Rockettes,4,2,2,8,6,6
i-Mask Advance Squash Club L3,4,2,2,8,6,6
Hong Kong Football Club L3A,4,2,2,7,5,7
JESSICA L3,4,1,3,6,5,7
