Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,4,3,1,14,11,5
Hong Kong Football Club M2A,4,3,1,13,10,6
Hong Kong Cricket Club M2B,4,2,2,12,10,6
Hong Kong Cricket Club M2A,4,2,2,8,6,10
Ladies Recreation Club M2A,4,1,3,7,6,10
Ladies Recreation Club M2B,4,1,3,6,5,11
