Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 7A,1,1,0,4,3.0,2.0,0.0,0.0,0.0,0.0
Social Squash Team,1,1,0,4,3.0,2.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 1,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 7B,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club D7A,0,0,0,0,,,,,,
Kinetic 1,0,0,0,0,,,,,,
Physical Chess 2,0,0,0,0,,,,,,
Thunder 1,0,0,0,0,,,,,,
UST,0,0,0,0,,,,,,
Xavier,0,0,0,0,,,,,,
Hong Kong Cricket Club D7B,0,0,0,0,,,,,,
