Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
RELAY 1,1,1,0,6,5.0,0.0,0.0,0.0,0.0,0.0
Thunder 2,1,1,0,6,5.0,0.0,0.0,0.0,0.0,0.0
Bravo D10,1,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0
Banbil,1,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club D10,0,0,0,0,,,,,,
i-Mask Advance Squash Club 4,0,0,0,0,,,,,,
Kwai Tsing District Squash Club,0,0,0,0,,,,,,
Mercury,0,0,0,0,,,,,,
Sha Tin 4,0,0,0,0,,,,,,
Squashathon Advance,0,0,0,0,,,,,,
United Services Recreation Club 3,0,0,0,0,,,,,,
