Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
BOSS,1,1,0,5,4.0,1.0,0.0,0.0,0.0,0.0
Twister,1,1,0,5,4.0,1.0,0.0,0.0,0.0,0.0
Centre Squash,1,1,0,4,3.0,2.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 3,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
HKPF Squash Team,1,0,1,1,1.0,4.0,0.0,0.0,0.0,0.0
The Squash Club 2,1,0,1,1,1.0,4.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 9,0,0,0,0,,,,,,
Kinetic 3,0,0,0,0,,,,,,
Kowloon Cricket Club 9,0,0,0,0,,,,,,
The Hong Kong Jockey Club Div 9,0,0,0,0,,,,,,
