Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club Div 14,1,1,0,6,5.0,0.0,0.0,0.0,0.0,0.0
The Squash Club 4,1,1,0,6,5.0,0.0,0.0,3.0,0.0,0.0
Hong Kong Football Club 14,1,1,0,5,4.0,1.0,0.0,0.0,0.0,0.0
North District Sports Association 2,1,1,0,4,3.0,2.0,0.0,0.0,0.0,0.0
RELAY 2,1,1,0,4,3.0,2.0,0.0,0.0,0.0,0.0
Physical Chess 5,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
Fusion Squash Club 4,1,0,1,2,2.0,3.0,0.0,0.0,0.0,0.0
Squash-On,1,0,1,1,1.0,4.0,0.0,0.0,0.0,0.0
TKO Junior 1,1,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0
Ladies Recreation Club Div 14,1,0,1,0,0.0,5.0,3.0,0.0,0.0,0.0
8 Virtues + 1,0,0,0,0,,,,,,
TNG 3,0,0,0,0,,,,,,
