Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M2B,100.0,85.71428571428571,40.0,100.0,81.42857142857143,24
Hong Kong Football Club M2A,75.0,50.0,85.71428571428571,71.42857142857143,70.53571428571429,30
Hong Kong Cricket Club M2B,37.5,62.5,75.0,14.285714285714285,47.32142857142857,31
Hong Kong Cricket Club M2A,42.857142857142854,57.14285714285714,42.857142857142854,40.0,45.714285714285715,26
Ladies Recreation Club M2A,87.5,25.0,14.285714285714285,33.33333333333333,40.0297619047619,26
Ladies Recreation Club M2B,0.0,20.0,33.33333333333333,0.0,13.333333333333332,14
