Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Football Club L2B,50.0,-50.0,100.0,0.0,25.0
Hong Kong Football Club L2C,100.0,0.0,0.0,-50.0,12.5
Kowloon Cricket Club L2,-33.33333333333333,-33.33333333333334,66.66666666666667,-16.666666666666657,-4.166666666666657
JESSICA L2,0.0,-66.66666666666667,33.33333333333334,0.0,-8.333333333333329
Hong Kong Football Club L2A,-50.0,0.0,50.0,-50.0,-12.5
Hong Kong Cricket Club L2,33.33333333333333,-33.33333333333333,0.0,-66.66666666666666,-16.66666666666666
