Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,5,5,0,29,24,1
Fusion Squash Club 1,5,5,0,22,17,8
X-Alpha 4,5,3,2,16,13,12
MERCURY,5,3,2,15,12,13
Vitality Squash 2,5,1,4,13,12,13
Happy Squash 3,5,2,3,11,9,16
NEXUS 3,5,1,4,10,9,16
LONGVIEW,5,0,5,4,4,21
