Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,5,4,1,21,17,8
Royal Hong Kong Yacht Club M4,5,4,1,19,15,10
SKCSC,5,3,2,19,16,9
Hong Kong Football Club M4A,5,3,2,19,16,9
Hong Kong Football Club M4B,5,3,2,15,12,13
WAKO,5,2,3,14,12,13
Hong Kong Club Blue,5,1,4,9,8,17
Bolton,5,0,5,4,4,21
