Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 7A,4,4,0,19,15,5
X-Alpha 3,5,3,2,18,16,9
UST,5,2,3,13,11,14
Vitality Squash 1,4,3,1,12,9,11
Hong Kong Cricket Club 5,4,2,2,12,10,10
The Best Group 1,4,1,3,8,7,13
Kinetic 1,4,0,4,7,7,13
