Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 2,80.0,100.0,100.0,75.0,88.75,19
Hong Kong Football Club 2A,80.0,80.0,40.0,20.0,55.0,20
Hong Kong Football Club 2B,40.0,40.0,80.0,60.0,55.0,20
Hong Kong Cricket Club 2,50.0,25.0,25.0,50.0,37.5,16
Young Player 2,0.0,0.0,0.0,50.0,12.5,19
