Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Physical Chess 5,25.0,-8.333333333333343,33.33333333333334,8.333333333333343,33.33333333333334,18.333333333333343
TKO Junior 1,2.857142857142861,-31.42857142857143,8.57142857142857,46.66666666666667,43.333333333333336,14.000000000000007
The Squash Club 4,0.0,7.9365079365079225,5.555555555555557,-2.5,46.66666666666667,11.531746031746039
Squash-On,4.166666666666671,-16.666666666666657,37.5,17.857142857142854,0.0,8.571428571428573
Ladies Recreation Club Div 14,-2.7777777777777786,6.944444444444443,32.142857142857146,-1.7857142857142847,0.0,6.904761904761905
TNG 3,12.5,7.142857142857146,46.42857142857143,-58.33333333333334,10.0,3.547619047619037
Fusion Squash Club 4,11.11111111111111,0.0,-8.88888888888889,0.0,14.285714285714285,3.3015873015873014
Royal Hong Kong Yacht Club Div 14,-25.0,-12.5,25.0,12.5,2.3809523809523654,0.4761904761904674
RELAY 2,16.666666666666664,-38.888888888888886,16.666666666666664,-10.0,-10.0,-5.111111111111107
8 Virtues + 1,-5.555555555555557,-48.888888888888886,-2.2222222222222214,10.0,16.666666666666657,-6.0
Hong Kong Football Club 14,-16.666666666666657,-37.5,-16.666666666666657,-65.71428571428572,8.333333333333343,-25.64285714285713
North District Sports Association 2,-50.0,20.0,-40.0,-10.0,-50.0,-26.0
