Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,4.4,3.4,1.0000000000000004
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,1.8571428571428572,0.8571428571428571,1.0
The Squash Club 1,Cornwall Street Squash Centre,2.0,1.0,1.0
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.4285714285714286,0.5714285714285714,0.8571428571428572
YLJR,Cornwall Street Squash Centre,4.0,3.4,0.6000000000000001
Hong Kong Football Club 4A,Hong Kong Football Club,2.4285714285714284,2.142857142857143,0.2857142857142856
Sha Tin 1,Cornwall Street Squash Centre,3.2,3.0,0.20000000000000018
Kowloon Cricket Club 4,Kowloon Cricket Club,3.375,3.375,0.0
Hong Kong Football Club 4B,Hong Kong Football Club,2.0,2.142857142857143,-0.1428571428571428
X-Alpha 2,Cornwall Street Squash Centre,2.8,4.2,-1.4000000000000004
