Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
SKCSC,6,4,2,24,20,10
United Services Recreation Club M4,6,4,2,23,19,11
Hong Kong Football Club M4A,6,4,2,23,19,11
Royal Hong Kong Yacht Club M4,6,4,2,21,17,13
Hong Kong Football Club M4B,6,4,2,19,15,15
WAKO,6,3,3,18,15,15
Hong Kong Club Blue,6,1,5,11,10,20
Bolton,6,0,6,5,5,25
