Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,6,6,0,33,27,3
Hong Kong Football Club 8,7,6,1,28,22,13
Ladies Recreation Club Div 8,6,5,1,25,20,10
Physical Chess 3,6,3,3,19,16,14
Squashathon Zero,6,2,4,16,14,16
Striving Squash,6,2,4,14,12,18
i-Mask Advance Squash Club 2,6,1,5,11,10,20
TOMCAT,5,1,4,10,9,16
Kinetic 2,6,1,5,6,5,25
