Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,5,5,0,19,14,1
Hong Kong Cricket Club L4,5,5,0,16,11,4
Hong Kong Football Club JSA,5,3,2,13,10,5
Hong Kong Football Club L4,6,2,4,10,8,10
JESSICA Smashin' Mochi,5,2,3,9,7,8
Electrify Squash Ladies,6,1,5,5,4,14
i-Mask Advance Squash Club L4,6,1,5,3,3,15
