Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,7,7,0,39,32,3
Sha Tin 6,6,5,1,28,23,7
Fusion Squash Club 2,7,5,2,24,19,16
X-Alpha 5,6,4,2,22,18,12
Energy Squash Club 1,7,3,4,19,16,19
i-Mask Advance Squash Club 5,7,3,4,19,16,19
Yuen Long District Sports Association Limited,7,3,4,19,16,19
Energy Squash Club 2,7,3,4,18,15,20
SocGen Squash,7,2,5,18,16,19
HKIS Div 13,7,2,5,15,13,22
Kinetic 4,6,2,4,12,10,20
Happy Squash 4,6,1,5,7,6,24
