Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,1,1,0,4,3,0
Hong Kong Cricket Club L4,1,1,0,3,2,1
Hong Kong Football Club JSA,1,1,0,3,2,1
Electrify Squash Ladies,1,0,1,1,1,2
Hong Kong Football Club L4,1,0,1,1,1,2
JESSICA Smashin' Mochi,1,0,1,0,0,3
