Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 8,1,1,0,6,5,0
Ladies Recreation Club Div 8,1,1,0,6,5,0
Physical Chess 3,1,1,0,4,3,2
Striving Squash,1,1,0,4,3,2
Squashathon Zero,1,0,1,2,2,3
TOMCAT,1,0,1,2,2,3
i-Mask Advance Squash Club 2,1,0,1,0,0,5
Kinetic 2,1,0,1,0,0,5
