Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 1A,1,1,0,4,3,0
Hong Kong Cricket Club 1,1,1,0,3,2,1
Hong Kong Football Club 1A,1,1,0,3,2,1
Hong Kong Football Club 1B,1,0,1,1,1,2
FWD,1,0,1,1,1,2
Kowloon Cricket Club 1B,1,0,1,0,0,3
