Team,Played,Won,Lost,Points
Electrify Squash Div 13,1,1,0,6
SocGen Squash,1,1,0,6
X-Alpha 5,1,1,0,6
Energy Squash Club 1,1,1,0,5
Fusion Squash Club 2,1,1,0,4
i-Mask Advance Squash Club 5,1,0,1,2
Energy Squash Club 2,1,0,1,1
Happy Squash 4,1,0,1,0
HKIS Div 13,0,0,0,0
Kinetic 4,1,0,1,0
Sha Tin 6,0,0,0,0
Yuen Long District Sports Association Limited,1,0,1,0
