Team,Played,Won,Lost,Points
Bravo D13,1,1,0,5
Greenfield,1,1,0,4
M&M Squash,1,1,0,4
North District Sports Association 2,1,1,0,4
Squashathon PLZ,1,1,0,4
TNG 2,1,1,0,4
Arctic Circle,1,0,1,2
Physical Chess 4,1,0,1,2
Royal Hong Kong Yacht Club Div 13,1,0,1,2
TNG 1,1,0,1,2
Vitality Squash 3,1,0,1,2
Star River 3,1,0,1,1
