Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,8,6,2,28,22,10
Hong Kong Football Club M2A,8,7,1,27,20,12
Hong Kong Cricket Club M2A,8,5,3,20,15,17
Hong Kong Cricket Club M2B,8,3,5,19,16,16
Ladies Recreation Club M2A,8,1,7,13,12,20
Ladies Recreation Club M2B,8,2,6,12,11,21
