Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,8,8,0,41,33,7
RELAY 2,8,6,2,35,29,11
Squash-On,8,5,3,27,22,18
Squashathon MeGa,8,4,4,21,17,23
Fusion Squash Club 3,7,3,4,19,16,19
TNG 3,7,3,4,17,14,21
Serve - Ivors,8,1,7,14,13,27
i-Mask Advance Squash Club 6,8,1,7,12,11,29
