Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 7,7,5,2,26,21,14
The Squash Club 2,7,5,2,26,21,14
Hong Kong Football Club 7B,7,4,3,26,22,13
Xavier,7,4,3,25,21,14
Physical Chess 2,7,3,4,20,17,18
Hong Kong Cricket Club 6,6,3,3,16,13,17
Twister 2,7,0,7,5,5,30
