Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M1B,6,4,2,18,14,4
Hong Kong Football Club M1A,6,5,1,16,11,7
Hong Kong Cricket Club M1B,5,3,2,11,8,7
Hong Kong Cricket Club M1A,7,2,5,9,7,14
Ladies Recreation Club M1,6,1,5,6,5,13
