Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,8,7,1,29,22,10
Kowloon Cricket Club L2,7,7,0,27,20,8
JESSICA L2,8,4,4,27,23,9
Hong Kong Football Club L2A,7,1,6,14,13,15
Hong Kong Cricket Club L2,8,3,5,11,8,24
Hong Kong Football Club L2C,8,1,7,6,6,26
