Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
SKCSC,8,6,2,32,26,14
United Services Recreation Club M4,8,6,2,32,26,14
Royal Hong Kong Yacht Club M4,8,4,4,25,21,19
Hong Kong Football Club M4A,7,4,3,25,21,14
WAKO,8,4,4,23,19,21
Hong Kong Football Club M4B,7,4,3,21,17,18
Hong Kong Club Blue,8,2,6,17,15,25
Bolton,8,1,7,11,10,30
