Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Ladies Recreation Club Div 14,7,7,0,35,28,7
Kowloon Cricket Club 14,8,6,2,33,27,13
Hong Kong Football Club 14A,8,4,4,24,20,20
Hong Kong Football Club 14B,8,3,5,24,22,18
North District Sports Association 3,8,4,4,23,19,21
Electrify Squash Div 14,8,3,5,21,18,22
8 Virtues + 1,8,4,4,13,14,26
X-Alpha 6,7,0,7,7,7,28
