Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,3,3,0,15,12,3
i-Mask Advance Squash Club 3,3,3,0,14,11,4
Kwai Tsing District Squash Club,3,2,1,10,8,7
HKPF Squash Team,3,1,2,9,8,7
Kowloon Cricket Club 9,3,1,2,8,7,8
The Best Group 2,2,1,1,5,4,6
Centre Squash,3,0,3,4,4,11
Hong Kong Football Club 9,2,0,2,1,1,9
