Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 4,3,2,1,11,9,6
X-Alpha 1,2,2,0,10,8,2
Hong Kong Football Club 4B,2,2,0,9,7,3
Hong Kong Football Club 4A,2,1,1,8,7,3
United Services Recreation Club 1,2,1,1,8,7,3
Hong Kong Cricket Club 3,3,1,2,5,4,11
NEXUS 2,2,0,2,3,3,7
Sha Tin 2,2,0,2,0,0,10
