Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,3,3,0,15,12,3
SKCSC,3,2,1,13,11,4
WAKO,3,2,1,12,10,5
Royal Hong Kong Yacht Club M4,3,2,1,9,7,8
Hong Kong Football Club M4A,3,1,2,9,8,7
Hong Kong Football Club M4B,3,1,2,7,6,9
Hong Kong Club Blue,3,1,2,5,4,11
Bolton,3,0,3,2,2,13
