Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,3,3,0,11,8,4
Kowloon Cricket Club L2,3,3,0,11,8,4
JESSICA L2,3,1,2,9,8,4
Hong Kong Football Club L2A,3,1,2,8,7,5
Hong Kong Cricket Club L2,3,1,2,4,3,9
Hong Kong Football Club L2C,3,0,3,2,2,10
