Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
North District Sports Association 2,M&M Squash,Pei Ho Street Sports Centre,15,2025-02-21,3.5779155831166234,2.4220844168833766
TNG 2,Greenfield,Cornwall Street Squash Centre,15,2025-02-21,3.2094418883776754,2.7905581116223246
Squashathon PLZ,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,15,2025-02-21,2.7649529905981196,3.2350470094018804
Star River 3,Arctic Circle,Cornwall Street Squash Centre,15,2025-02-21,2.0706141228245647,3.9293858771754353
Vitality Squash 3,Physical Chess 4,Java Road Sports Centre,15,2025-02-21,3.381876375275055,2.618123624724945
Bravo D13,TNG 1,Cornwall Street Squash Centre,15,2025-02-21,1.8085617123424684,4.191438287657531
Vitality Squash 3,TNG 1,HK Squash Centre,16,2025-02-28,2.1960392078415683,3.8039607921584317
Arctic Circle,Physical Chess 4,HK Squash Centre,16,2025-02-28,3.6975395079015803,2.3024604920984197
Royal Hong Kong Yacht Club Div 13,Star River 3,Royal Hong Kong Yacht Club,16,2025-02-28,4.324464892978596,1.6755351070214042
Greenfield,Squashathon PLZ,Cornwall Street Squash Centre,16,2025-02-28,3.318463692738548,2.681536307261452
North District Sports Association 2,TNG 2,Pei Ho Street Sports Centre,16,2025-02-28,2.5765153030606123,3.4234846969393877
M&M Squash,Bravo D13,HK Squash Centre,16,2025-02-28,3.249249849969994,2.750750150030006
TNG 2,M&M Squash,Cornwall Street Squash Centre,17,2025-03-07,3.9535907181436287,2.0464092818563713
Squashathon PLZ,North District Sports Association 2,Pei Ho Street Sports Centre,17,2025-03-07,3.2044408881776354,2.7955591118223646
Star River 3,Greenfield,Pei Ho Street Sports Centre,17,2025-03-07,1.8597719543908782,4.140228045609121
Physical Chess 4,Royal Hong Kong Yacht Club Div 13,HK Squash Centre,17,2025-03-07,2.239247849569914,3.760752150430086
TNG 1,Arctic Circle,Cornwall Street Squash Centre,17,2025-03-07,3.624524904980996,2.375475095019004
Bravo D13,Vitality Squash 3,HK Squash Centre,17,2025-03-07,2.7219443888777755,3.2780556111222245
Arctic Circle,Vitality Squash 3,Cornwall Street Squash Centre,18,2025-03-14,3.4576915383076616,2.5423084616923384
TNG 1,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,18,2025-03-14,3.556111222244449,2.443888777755551
Greenfield,Physical Chess 4,Cornwall Street Squash Centre,18,2025-03-14,3.8949789957991596,2.1050210042008404
North District Sports Association 2,Star River 3,Cornwall Street Squash Centre,18,2025-03-14,3.9041808361672334,2.0958191638327666
M&M Squash,Squashathon PLZ,Cornwall Street Squash Centre,18,2025-03-14,2.528505701140228,3.471494298859772
TNG 2,Bravo D13,Cornwall Street Squash Centre,18,2025-03-14,4.111622324464893,1.888377675535107
Squashathon PLZ,TNG 2,Cornwall Street Squash Centre,19,2025-03-21,2.487297459491898,3.512702540508102
Star River 3,M&M Squash,Cornwall Street Squash Centre,19,2025-03-21,2.5367073414682935,3.4632926585317065
Physical Chess 4,North District Sports Association 2,Cornwall Street Squash Centre,19,2025-03-21,2.498499699939988,3.501500300060012
TNG 1,Greenfield,Cornwall Street Squash Centre,19,2025-03-21,3.342268453690738,2.657731546309262
Vitality Squash 3,Royal Hong Kong Yacht Club Div 13,HK Squash Centre,19,2025-03-21,2.504500900180036,3.495499099819964
Bravo D13,Arctic Circle,Yuen Long Jockey Club Squash Courts,19,2025-03-21,2.439887977595519,3.560112022404481
Royal Hong Kong Yacht Club Div 13,Arctic Circle,Royal Hong Kong Yacht Club,20,2025-03-28,3.4010802160432085,2.5989197839567915
Greenfield,Vitality Squash 3,Cornwall Street Squash Centre,20,2025-03-28,3.7825565113022606,2.2174434886977394
North District Sports Association 2,TNG 1,Cornwall Street Squash Centre,20,2025-03-28,2.2626525305061014,3.7373474694938986
M&M Squash,Physical Chess 4,Cornwall Street Squash Centre,20,2025-03-28,3.0242048409681934,2.9757951590318066
TNG 2,Star River 3,Cornwall Street Squash Centre,20,2025-03-28,4.423084616923385,1.5769153830766154
Squashathon PLZ,Bravo D13,Cornwall Street Squash Centre,20,2025-03-28,3.5889177835567114,2.4110822164432886
Star River 3,Squashathon PLZ,Cornwall Street Squash Centre,21,2025-04-11,2.0138027605521103,3.9861972394478897
Physical Chess 4,TNG 2,Cornwall Street Squash Centre,21,2025-04-11,1.9637927585517103,4.03620724144829
TNG 1,M&M Squash,Cornwall Street Squash Centre,21,2025-04-11,4.124624924984997,1.875375075015003
Vitality Squash 3,North District Sports Association 2,HK Squash Centre,21,2025-04-11,2.8917783556711343,3.1082216443288657
Arctic Circle,Greenfield,Cornwall Street Squash Centre,21,2025-04-11,2.7599519903980796,3.2400480096019204
Bravo D13,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,21,2025-04-11,2.2468493698739747,3.7531506301260253
TNG 2,Squashathon PLZ,Cornwall Street Squash Centre,22,2025-05-02,3.5273054610922183,2.4726945389077817
M&M Squash,Star River 3,Cornwall Street Squash Centre,22,2025-05-02,3.4160832166433286,2.5839167833566714
North District Sports Association 2,Physical Chess 4,Cornwall Street Squash Centre,22,2025-05-02,3.5033006601320262,2.4966993398679738
Greenfield,TNG 1,HK Squash Centre,22,2025-05-02,2.795359071814363,3.204640928185637
Royal Hong Kong Yacht Club Div 13,Vitality Squash 3,Royal Hong Kong Yacht Club,22,2025-05-02,3.7685537107421485,2.2314462892578515
Arctic Circle,Bravo D13,Cornwall Street Squash Centre,22,2025-05-02,3.6989397879575914,2.3010602120424086
