Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 7,8,5,3,30
Smart Squash 2,8,5,3,28
i-Mask Advance Squash Club 6,8,6,2,27
HKIS Div 13,8,4,4,25
JSA 1,8,4,4,22
Smart Squash 3,8,3,5,21
NEXUS 3,8,4,4,20
Bravo D13,8,3,5,20
Vitality Squash 2,8,2,6,19
