Team,Played,Won,Lost,Points
JESSICA L3,7,6,1,25
Hong Kong Cricket Club L3,7,5,2,21
Hong Kong Football Club L3B,7,3,4,18
Hong Kong Football Club L3A,7,2,5,15
Hong Kong Football Club L3C,8,2,6,11
