Team,Played,Won,Lost,Points
Hong Kong Cricket Club M3,8,6,2,34
Hong Kong Football Club M3A,8,5,3,34
Kowloon Cricket Club M3,7,6,1,32
Hong Kong Football Club M3B,8,6,2,29
Royal Hong Kong Yacht Club M3,7,3,4,22
Titlows Squash Master,8,1,7,8
OSF,8,0,8,3
