Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 5,8,7,1,36
GMDBB,8,7,1,33
The Zero Squash Club D11,8,6,2,33
7NT,8,6,2,31
Electrify Squash Div 11,8,6,2,31
Alpha CUHK,8,6,2,27
South China Athletic Association,8,3,5,20
ZOMA,9,2,7,19
Sea Bear,9,2,7,18
Tuen Mun Squash Club,8,1,7,13
Invader Squash,8,0,8,9
