Team,Played,Won,Lost,Points
North District Sports Association 2,9,8,1,42
Royal Hong Kong Yacht Club Div 14,9,7,2,42
The Squash Club 4,9,6,3,37
Physical Chess 5,9,6,3,34
8 Virtues + 1,9,5,4,30
TKO Junior 1,9,5,4,28
RELAY 2,9,4,5,25
Hong Kong Football Club 14,9,4,5,24
TNG 3,9,4,5,17
Squash-On,9,3,6,17
Ladies Recreation Club Div 14,9,2,7,16
Fusion Squash Club 4,9,0,9,3
