Team,Played,Won,Lost,Points
Hong Kong Cricket Club M2,8,5,3,30
Hong Kong Football Club M2A,7,5,2,27
Ladies Recreation Club M2,7,4,3,23
Hong Kong Football Club M2B,7,4,3,21
United Services Recreation Club M2,7,0,7,7
