Team,Played,Won,Lost,Points
The Squash Club 2,9,8,1,47
Twister,9,7,2,41
Hong Kong Football Club 9,9,6,3,34
Centre Squash,9,7,2,32
i-Mask Advance Squash Club 3,9,5,4,26
The Hong Kong Jockey Club Div 9,9,5,4,25
Kowloon Cricket Club 9,9,3,6,22
Kinetic 3,9,3,6,19
BOSS,9,1,8,12
HKPF Squash Team,9,0,9,12
