Team,Played,Won,Lost,Points
Sha Tin 3,8,6,2,34
Physical Chess 3,8,6,2,32
i-Mask Advance Squash Club 2,7,6,1,32
Squashathon Zero,7,5,2,27
Kinetic 2,8,2,6,18
TOMCAT,8,2,6,17
LONGVIEW,8,0,8,1
