Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,11.1111111111111,11.111111111111114,44.44444444444444,44.444444444444436,32.142857142857146,28.65079365079363
Thunder 2,75.0,-25.0,0.0,50.0,33.33333333333334,26.66666666666667
Mercury,14.285714285714285,28.57142857142857,14.285714285714285,28.57142857142857,16.66666666666667,20.476190476190474
i-Mask Advance Squash Club 4,-25.0,25.0,25.0,50.0,0.0,14.999999999999996
Bravo D10,35.0,-5.0,15.0,40.0,-25.0,12.0
Kwai Tsing District Squash Club,20.0,20.0,0.0,0.0,15.0,11.0
Sha Tin 4,0.0,0.0,25.0,25.0,0.0,10.0
United Services Recreation Club 3,-36.66666666666667,-4.444444444444443,-14.444444444444443,26.666666666666657,14.444444444444443,-2.888888888888893
Banbil,23.80952380952381,-21.42857142857143,-9.523809523809518,4.761904761904773,-16.66666666666667,-3.80952380952381
RELAY 1,0.0,0.0,-5.0,-5.0,-16.66666666666667,-5.333333333333343
Squashathon Advance,14.285714285714285,-28.57142857142857,-28.57142857142857,28.57142857142857,-50.0,-12.857142857142858
