Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,11,9,2,34,25,8,0,2,0,0
Hong Kong Football Club M1A,11,9,2,32,23,10,0,1,0,0
Hong Kong Cricket Club M1A,10,4,6,20,16,14,1,1,0,0
Hong Kong Cricket Club M1B,11,3,8,14,11,22,6,1,0,0
Squashathon M+,11,2,9,8,6,27,0,2,0,0
