Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
i-Mask Advance Squash Club 5,13,11,2,53,42,23,0,0,0,0
The Zero Squash Club D11,13,10,3,51,41,24,0,0,0,0
Alpha CUHK,13,10,3,49,40,25,0,2,0,0
7NT,13,9,4,48,39,26,0,1,0,0
Electrify Squash Div 11,12,9,3,48,39,21,0,0,0,0
GMDBB,12,9,3,46,37,23,0,0,0,0
South China Athletic Association,13,4,9,31,27,38,0,0,0,0
ZOMA,13,3,10,27,24,41,1,0,0,0
Sea Bear,13,3,10,26,23,42,1,0,0,0
Tuen Mun Squash Club,13,1,12,21,20,45,0,0,0,0
Invader Squash,12,2,10,20,18,42,1,0,0,0
